university,unitid,addr,city,state,zip,location,latitude,longitude,school_name,school_type,program_title,specialization,program_type,in_state_tuition_yearly,out_state_tuition_yearly,in_state_tuition_course,out_state_tuition_course,In_state_fees,out_state_fees,study_mode,modality_program,modality_course,tot_cr_hrs,req_crs,elect_crs,course_code,course_name,core_elec,course_desc,undergraduate_certificate,undergraduate_certificate_d,postgraduate_certificate,postgraduate_certificate_d,associate,associate_d,bachelor,bachelor_d,master,master_d,doctor,doctor_d
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7641,Thry/Prac Nonprofit Adm,C,"Introduction to theoretical foundations, structures, and processes of nonprofit organizations; historical development and impact, social, political, legal, and economic environment in which nonprofit organizations exist; complexities of organizational governance shared by volunteer and professional staff decision-makers.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7642,Res Dev Nonprofit Org,C,"Introduction to various resources important to nonprofit organizations including financial support, volunteers, and community awareness, and to wide range of organization activities utilized for acquisition and maintenance of these resources.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7643,Semn Nonprofit Adm&Philanth,C,"Introduction to principles and practices of managerial and financial accounting in nonprofit organizations, including examining performance and financial condition; emphasis on making program choices and decisions using financial management concepts to further effective and accountable nonprofit administration.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7645,Social Justice and Nonprofit Advocacy,C,Students will develop an understanding of historical and current social justice issues and movements as well as build theoretical and practical knowledge of social justice advocacy practices and skills.,0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7601,Research Methods,C,"Issues and techniques in data collection for design and implementation of independent research projects; logic of conducting research in public administration, measurement, and sampling; introduction to program evaluation and specific quantitative decision-making techniques.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7605,Human Resources Administration,C,"Policies, methods, and techniques utilized in public and health organizations; special attention is given to problems reflecting contemporary demands upon human resource systems, capacity to diagnose problems, select the most effective means of addressing them, and plan appropriate courses of action developed through case studies.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7612,Program/Policy Evaltn,C,"Models, theories, and techniques of program and policy evaluation in public administration; evaluation research design, data collection and analysis, dissemination of results, and possible applications of evaluations to policy-making and administration; organizational and political contexts of evaluation.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7607,Public Mgmt Leadership,C,"Theoretical and applied aspects of public and nonprofit leadership addressed in a holistic approach; focus on the most current literature and public debate; leadership examined from various perspectives reflected across the curriculum: administrative theory, public law, finance, ethics, research methods, and public policy.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7646,"Philanthropy, Nonprofits, and Social Change",E,"This course will focus on the meaning, purpose, and theories of philanthropy, itâ€™s connection to the nonprofit sector, and the ways in which philanthropy effects the wellbeing and social change efforts of NPOs. PREREQUISITE(S): PADM 7641: Theory and Practice of Nonprofit Administration",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7644,Nonprofit Branding and Storytelling,E,"This course introduces the nonprofit organizational form and examines the complex social, political, legal, and economic environments in which nonprofits operate, the various roles they play on local, national, and international levels, and the structures, processes and complexities of organizational governance shared by volunteer and professional staff decision makers",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
University of Memphis,220862,Alumni Avenue,Memphis,TN,38152,"Memphis, Tennessee",35.118878,-89.938068,Department of Public and Nonprofit Administration,PA,Nonprofit Management,,Master,9792,12624,816,1052,,,PT,O,N/A,N/A,N/A,N/A,PADM 7661,Contemp Persp PA,E,"In-depth examination of contemporary theories of public administration; emphasis on study of political, administrative, and legal context of public administration to further understanding of trends that affect present-day performance of government and nonprofit agencies.",0,N/A,11,d,0,N/A,0,N/A,3,d,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 410,Nonprofit Data-based Decision Making,C,"Nonprofit leaders face a wide range of data needs and opportunities to use data to inform strategy and practice. This course is designed to give students a working knowledge of data analysis, statistical concepts, research designs for program planning and evaluation, and techniques for problem solving. By exploring a continuum of decision making opportunities in the nonprofit sector, the course will present methods and frameworks for collecting and interpreting data to inform organizational action.",0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 405 ,Nonprofit Ethics and Professionalism,C,"This course is an application of ethical frameworks and analysis to nonprofit organizations. Using cases and essays, the course will help nonprofit managers become better equipped to address ethical problems and dilemmas in their work in the following areas: ethics of boards, ethics and leadership, ethics and organizational culture, professional ethics, and ethics and fundraising.",0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 450,Nonprofit Law,C,"This course provides the student with a basic grounding in the laws and regulations governing nonprofit organizations. Content will include the procedures for incorporating, reporting, and maintaining tax-exempt status as a nonprofit organization, a familiarity with legal principles and research methods, and an overview of the legal, regulatory, and policy issues facing contemporary nonprofit organizations.",0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 411,Nonprofit Leadership Dialogues,C,leadership issues and trends through interaction and dialogue with successful nonprofit leaders. It is also designed to provide outside nonprofit leaders with the opportunity to learn about the quality of the Mandel Center's student body.,0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 420 ,Nonprofit Organization & Management,C,"This course will focus on theories of organizations and general concepts and principles of management, governance, and leadership. Organizational design, behavior, performance, and effectiveness will be studied, and the special character and management problems of nonprofit organizations will be highlighted and analyzed.",0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 407,Nonprofit Revenue Planning and Development,C,"Revenue strategy and development are critical in advancing the mission and core work of a nonprofit organization, and are among the most strategic responsibilities held by an executive director and his/her board. Nonprofits face a myriad of revenue options which could be pursued but each of these has implications for how the organization advances it mission and its sustainability. The course will examine how to assess these revenue sources and evaluate how they can contribute to an organization's overall financial vitality.",0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 409,Nonprofit Strategic Planning,C,"This is an integrated practicum designed to provide ""hands-on"" experience in planning for, designing, and conducting strategic planning in nonprofit organizations. Students will learn to assess organizational readiness, facilitate the design of strategic planning processes, create a variety of approaches involving key stakeholders, and finalize a planning design suited to organizational culture.",0,N/A,6,N/A,0,N/A,0,N/A,13,N/A,0,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 408 ,Nonprofit Philanthropic Fundraising,E,"This course will provide current and future nonprofit leaders with a detailed survey of the practices, principles, and process of fundraising, enabling them to effectively create, participate in, and manage fund development programs and staff. Successful fundraising is shown to be communication-based and built upon solid relationships with defined constituencies of donors and potential donors.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 425,Nonprofit Financial Management,C,"This course focuses on techniques and principles of financial management including budgeting, finance and investment decision making. Topics include budget formulation, analysis and planning, present value analysis, cost-effectiveness, cash flow analysis, portfolio management, and venture planning. Special emphasis will be given to the unique problems of nonprofits in capital formation, generating earned income, managing endowments, gifts and grants, and tax planning.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 427,International Non-Governmental Organizations,E,"This course examines the role of voluntary associations in the international arena and, in particular, the multiple roles of international non-governmental organizations in affecting international political and economic outcomes. The course also examines the theoretical issues surrounding NGOs and international relations, particularly the relationship between global civil society and international political outcomes.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 430,Nonprofit Human Resources and Volunteer Management,E,"Theories and principles of managing people in organizations are addressed in this course, including motivation theory and human resource development strategies. Particular attention is devoted to issues critical to nonprofit organizations, such as the management of volunteers, management of professionals, working with trustees, and staff/board relationships.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 428,Nonprofit Board Governance,E,"This elective course deals with the definition, history and concept of trusteeship, the areas of responsibilities of Boards of Trustees, the authority of Boards and the limits on its exercise, the organization of Boards and their committees, and the Board's relationships with the Executive Director, the staff and the organization's constituencies.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASSÂ 432,Nonprofit Marketing,E,"This course provides students with a comprehensive overview of the principles and techniques of nonprofit marketing and with an understanding of the multiple contexts in which they are applicable--marketing of products and services, marketing to potential funders, marketing of ideas and behaviors (social marketing and advocacy). The focus of the course is on managerial decision-making to achieve organizational objectives and enhance organizational viability.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 501,Nonprofit Practicum,C,"The overall goal of this course is to provide MNO students the opportunity to develop a practicum experience in a non-profit organizational setting. The course is designed to enhance knowledge acquired in the classroom by allowing students the flexibility to develop an individualized plan that will integrate professional practice skill development. The students will work closely with their Academic Advisor to determine whether a practicum meets the student's learning needs. The student will also be assigned a Practicum Instructor, who is based at the non-profit setting and provides the direct instruction of the student. Finally, the student will work with the Faculty Advisor, who is based at the School and serves as a link between all parties, oversees the requirements and standards of the School, and participates and consults in the design of the student's learning experience. The Student, Practicum Instructor, and Faculty Advisor all participate in various ways in the evaluation of student's practicum; the Faculty Advisor is responsible for assigning the grade.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Case Western Reserve University,201645,10900 Euclid Ave,Cleveland,OH,44106,"Cleveland Heights, Ohio, United States",41.507419,-81.609596,Mandel School of Applied Social Sciences,S,Master of Nonprofit Organizations,,MNO,57214,57214,2384,2384,,,FT_PT,PA,N/A,39,N/A,N/A,SASS 450,Nonprofit Law,C,"This course provides the student with a basic grounding in the laws and regulations governing nonprofit organizations. Content will include the procedures for incorporating, reporting, and maintaining tax-exempt status as a nonprofit organization, a familiarity with legal principles and research methods, and an overview of the legal, regulatory, and policy issues facing contemporary nonprofit organizations.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,BUSN640,"Nonprofit Law, Governance, and Ethics",C,A survey of the legal structure that defines and regulates the nonprofit sector and an examination of fundamental governance issues in nonprofit corporations. The focus of the course is on the board of directors (trustees) and the executive director and their fiduciary responsibilities established both by law and by the moral imperatives from actions on behalf of the public interest.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,"BUSN641
",The Nonprofit Organization and Executive Leadership,C,"A comparative analysis of the various theories, principles, and styles of leadership and how they apply to the management and governance challenges in nonprofits; complex organizations with a wide range of stakeholders and often fragile and fragmented financing.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,BUSN642,Financial Management in Nonprofit Organizations,C,"A comprehensive study of the key financial statements to help monitor the organizationâ€™s financial health. An analysis of fund accounting, the importance of quality financial reporting and financial controls to protect and sustain nonprofit organizations, and the budget as a tool to direct the organization are included in this course.
",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,BUSN643,Nonprofit Fundraising Planning and Implementation,C,"This course delves into various fundraising techniques and resource development strategies, emphasizing donor relations, grant writing, and the ethical considerations in fundraising efforts.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,PADM620,Local Political Administration,C,"This course will expand the student's understanding of the leading approaches to public administration with a focus on the local and state levels of government. It will cover topics including decision-making, budget and taxation, and electoral and legal differences between state and local governments and other states. It will cover the legislative process, and how it fits into the larger federal system. Students will see the implications to the larger federal issues they have studied and their application to state and local bureaucracies.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,MKTG601,Strategic Internet Marketing,E,"This course investigates todayâ€™s global environment of electronic commerce and that influence on todayâ€™s business enterprises. The learningâ€™s in Strategic E-Commerce Marketing spotlight E-Commerce opportunities, issues, options and techniques necessary to create an appropriate ECommerce marketing plan for an enterprise. The course also provides the students with the real world experience of developing a pseudo working website in coincidence and in support of the Marketing plan. Other issues examined include channel structures given an electronic environment and the impact on supply chain management, e-tools, and ECommerce marketing as viewed through the traditional marketing mix. Critical evaluations of web sites, web tools, promotions, advertising, selling and communications are also explored.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
American Public University System,449339,111 W Congress St,Charles Town,WV,25414,"Charles Town, West Virginia",39.28811,-76.86008,School of Business,PA,Nonprofit Management,,Certificate,11840,11840,493,493,,,FT_PT,O,O,18,N/A,N/A,MKTG602,Global Marketing Strategy,E,"This course is a study of the elements involved in such key global marketing functions as product, price, place and promotional activities. Students will evaluate global marketing opportunities, develop strategy, and simulate implementation of it as it relates to total organizational strategy.",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.625,Resource Development and Marketing in Nonprofits,C,"The goal of this course is to prepare future nonprofit leaders and board members with the international resource development and marketing fundamentals that help every nonprofit thrive. The course focuses on how to create and nurture an organizational culture where everyone on the staff and board understands, embraces, and acts on his or her role in developing strategic relationships with funders, potential funders, and media professionals. You will gain an understanding of the process, the metrics that drive the process, and the milestone markers that lead to success. You will explore how to develop a board and/or cadre of volunteers who give generously, share expertise freely, connect you to the right government officials and media leaders, and invite others to join them. Data-driven decision-making and all aspects of fund development, marketing, and communications will be woven throughout the course. Led by an internationally recognized practitioner, consultant, and master teacher, the course will use scenarios, discussion, social media, audio, and video clips so that you will walk away with the knowledge you need to secure private and government funding and social capital as a CEO, senior staff member, board chair, or member, and the confidence to do it all well. Elective course for the Certificate in Nonprofit Management.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.666,"Institutional Fundraising: Raising Maximum Dollars from Government Agencies, Corporations and Foundations",C,"In this hands-on course, we will help you understand the fundamentals of securing funds from institutional donors. As a staff or board leader of a non-profit, understanding the ins and outs of raising funds for priority projects and capacity building from government agencies, corporations and foundations will add to your toolkit for moving your organization forward. Weâ€™ll cover how this aspect of fundraising fits into your overall fundraising strategy and plan. Weâ€™ll help you identify the right potential funders for important projects, learn how to land capacity-building funds you can use to grow and sustain your organization, cover the basics of relationship-building with institutional decision-makers, help you use data to build credibility with funders, create pitch-perfect corporate presentations and dive into the process of writing winning proposals and applications. Finally, weâ€™ll cover fulfillment and stewardship. Elective course for the Certificate in Nonprofit Management.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.682,Mission Meets Profit: Building a Social Enterprise        ,C,"The goal of this course is a comprehensive examination of social enterprises- organizations that, broadly speaking, â€œapply commercial strategies to maximize improvements in human and environmental well-beingâ€. Social enterprises are a relatively new, 21st century phenomenon, and are typically referred to as hybrids of nonprofits and for-profits. While they are similar to nonprofits in that their missions and social and/or environmental objectives drive their very existence, social enterprises can have different structures than traditional 501Â©3s- some much more complex, legally and otherwise. Throughout the course we will learn about the various types of social enterprises that exist, comparing US models to models operating internationally, and analyze their pros and cons, challenges and opportunities. We will also explore how social enterprises challenge traditional business and nonprofit paradigms, what role social enterprises have come to play in international development, and finally, how to go about developing your own social enterprise. Elective course for the Certificate in Nonprofit Management.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.728,"	Fundamentals of Nonprofits and Nonprofit Management",C,"The goal of this course is to convey the history, size and impact of the nonprofit sector while providing the fundamentals of nonprofit formation and management. In the United States, nonprofits are intertwined with our country's legal and tax systems, delivery of basic human services, and social, educational, health, environmental, equity issues and far more. Today, successful nonprofits require strong management systems, including management of finances, human resources, information technology, marketing, performance measures and other operational needs. The course will help the student understand the current thinking on best practices in managing and improving nonprofit organizations and appreciate the interplay of environmental and organizational factors that influence managerial decision-making. This course uses a simulation pedagogy that engages students in actively conceptualizing and building fictional nonprofit organizations. This is a core course for the nonprofit management program.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.774. , Nonprofit Governance & Executive Leadership,C,"Nonprofit Governance & Executive Leadership: Students will advance their understanding of self-governing nonprofit organizations by focusing on nonprofit boards' expectations, challenges, and opportunities and their executive leadership. This course covers the primary responsibilities of nonprofit boards according to law, custom, and best practices, and it includes ethical concepts, public attitudes, and contemporary legislative and regulatory issues. The course explores theories of effective governance and executive leadership. It examines how ethical considerations relate to perceptions of excellence and shape how staff and volunteer leaders manage people and money. In the discussions, there will be opportunities to explore the roles of boards in the context of the nonprofit environment. This is a core course for the MA in Non-Governmental Organization (NGO) Management and Certificate in Nonprofit Management.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.789,International/Non-Governmental Organizations and Civil Society in Conflict Zones,C,"Since the end of the Cold War the world has seen a scourge of civil conflicts emerging across the globe, such as in Bosnia, Rwanda, Darfur, DRC, South Sudan, and now Syria, global conflicts have put enormous pressure on intergovernmental bodies and governments. Whether too slow to respond, afflicted by political restraints or hindered by bureaucracy, the restrictions on international agencies and governments have often placed NGOs at the fore of response. Partnering with both national governments, military, and international agencies, NGOs have gained recognition for their role in diplomacy, conflict resolution, and peacebuilding. NGOs have gained a prominent role at helping to defuse, mitigate, and prevent conflicts strengthening their influence and recognition. This course will provide an overview on the role that international organizations and civil society (including community based organizations) can have in conflict or post-conflict torn countries. Students will learn how to build strategic partnerships when working with local organizations and NGOs. Elective course for the Certificate in Nonprofit Management.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
Johns Hopkins University,162928,3400 N Charles St,Baltimore,MD,21218,"Baltimore, MD",39.328977,-76.621595,School of Advanced International Studies,PA,Communication and Certificate in Nonprofit Management,,Certificate,25764,25764,2147,2147,,,FT,O_P,O_P,12,N/A,N/A,AS.470.798,"Financial Management and Analysis in Nonprofits	",C,"From the perspective of a nonprofit leader, this course provides a solid foundation in understanding key financial tools such as audits, financial statements, budgets and tax documents. Using these tools, students will analyze and assess the financial transparency, accountability, and health of various national and international organizations, determine the financial strengths and weaknesses within those organizations, learn how to use that information in the decision-making process, and finally, practice making informed recommendations to organizational leadership. This course is not designed to make students financial experts or practitioners. Instead, it is designed to enlighten students on key financial management concepts that improve their ability to be informed leaders, participants, and donors in the nonprofit sector. Students will also explore the responsibilities and consequences of international nonprofits engaging in activities in the US, as well as implications for US nonprofits operating abroad. This is an elective course for the Certificate in Nonprofit Management.",0,N/A,0,N/A,0,N/A,0,N/A,23,d,0,N/A
